"Gene","Direction","Count","Files"
"MYD88","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"MYL9","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"N4BP1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NANS","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NARF","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NAT14","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NBAS","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFAB1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFAF4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFB4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFB8","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFS2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFS3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFV1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NDUFV2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NEDD4L","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NEMF","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NET1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NFKB1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NIT2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NME3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NNMT","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NOA1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NOL11","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NOP10","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NOP2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NQO2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NR1D1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NR3C1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NSMAF","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NT5C2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NT5C3L","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NUAK2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NUDT5","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NUP133","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NUP155","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"NUP188","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"OIP5","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"OSMR","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"P4HB","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PABPC4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PAPOLA","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PAPOLG","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PAQR5","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PARP14","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PDHA1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PI4K2A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PIGH","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PLA1A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PLA2G16","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PLCB4","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PLEKHA2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PLEKHM1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PLSCR1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PMM2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PMPCA","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PMS2P3","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PNO1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PNPT1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"POLL","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"POLR2L","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"POLR3D","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"POLR3F","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"POMT1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PPIA","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PPM1A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PPM1B","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PPP1CC","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PPP1R15B","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PPP1R2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PRAME","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PRDM4","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PRKCDBP","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PRMT1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PRPF38B","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PRPS1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PSAP","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PSMA4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PSMB2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PSMB3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PSMD8","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PTGS2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PTMA","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PTPN1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PTPN14","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"PTPRK","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RAB1B","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RAB30","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RAB31","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RAB7A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RAB9A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RABL6","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RAC1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RANBP6","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RANGAP1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RBAK","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RBM25","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RBM33","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RBM8A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RELB","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"REV3L","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RFFL","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RFT1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RHEB","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RIMKLB","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RMRP","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RNF10","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RNF139","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RNF149","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RNF167","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RNF213","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RNF40","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ROMO1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPE","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL11","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL22","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL23A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL26","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL27","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL29","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL6","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPL7A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPLP2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPP40","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPRD1A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPS11","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPS14","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPS3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RPS4Y1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RRAGC","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RRP7A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RSL1D1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"RSL24D1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"S100A4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"S100P","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SAMD9L","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SAMHD1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SCARNA10","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SCARNA12","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SCARNA3","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SCARNA7","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SEC61G","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SEMA4B","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SENP6","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SERF1A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SERINC1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SERTAD2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SETD5","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SF3B5","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SFT2D2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SH3GLB2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLC25A11","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLC25A19","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLC25A4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLC29A1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLC2A1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLC5A6","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SLMAP","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNHG12","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA16A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA23","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA31","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA34","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA38","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA43","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA49","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA52","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA62","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA63","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA65","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA67","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA74A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORA81","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORD17","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNORD94","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNRK","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNRPA1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNRPD1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SNX27","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SOD1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SOD2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SPAG1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SPCS2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SPHK1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SPP1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SPRED1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SPRYD3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SRGAP1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SRP14","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SRP54","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SRSF2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SRSF4","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SSR2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SSR3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ST13","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"STK32C","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"STPG1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"STRA13","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"STX4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SUDS3","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SUMO1P3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SUN1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"SYMPK","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TAB1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TAF12","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TAF1D","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TAF7","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TAGLN","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TAOK3","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TARDBP","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TATDN3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TDRD7","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TEAD4","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TEF","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TFCP2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"THOC6","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TIMM17B","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TIMM21","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TIMM9","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TM4SF1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMED2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMED5","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMEFF1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMEM101","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMEM106C","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMEM128","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMEM147","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMEM160","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMPO","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TMX2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TNFAIP2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TNFRSF1A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TNNT1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TNRC6A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TOP1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TP53INP1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TPD52L2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TPI1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRAPPC2L","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIM21","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIM25","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIM31","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIM37","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIM8","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIO","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TRIP6","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TSR2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TST","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"TUFM","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UBE2H","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UBE2R2","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UBE2V2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UBE3C","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UBL3","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UPK1B","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UQCRHL","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UQCRQ","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"USP7","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"UTP14A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VCP","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VCPIP1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VDAC3","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VEZF1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VEZT","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VMP1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VPS25","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"VPS4A","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"WAC","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"WIPI2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"WRB","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"XAGE1C","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"XPO1","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"XPO7","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"YIF1B","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"YME1L1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"YTHDF1","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"YWHAB","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"YWHAE","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"YWHAG","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZC3H11A","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZC3H13","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZC3H15","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZFY","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZMAT2","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZMAT3","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF136","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF24","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF26","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF295","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF383","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF462","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF542","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF567","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF615","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF618","UP",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF654","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF79","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF800","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZNF81","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
"ZYX","DOWN",1,"NS5+IFNB1_vs_GFP+IFNB1"
