"","ex1_GFP_Rep2_Chip20","ex1_GFP_IFNB1_Rep1_Chip20","ex1_GFP_IFNB1_Rep2_Chip20","ex1_NS5_Rep1_Chip20","ex1_NS5_Rep2_Chip20","ex1_NS5_INFNB1_Rep1_Chip20","ex1_NS5_INFNB1_Rep2_Chip20","ex1_GFP_Rep1_Chip21","ex1_GFP_Rep2_Chip21","ex1_GFP_IFNB1_Rep1_Chip21","ex1_NS5_Rep1_Chip21","ex1_NS5_Rep2_Chip21","ex1_NS5_INFNB1_Rep1_Chip21","ex1_NS5_INFNB1_Rep2_Chip21"
"ZNF562",3.18278940550856,2.99640449359992,2.54968815563112,3.28350680369678,3.11795556297801,2.94213941148266,3.23270714802905,2.53133012882572,3.36062062994094,1.52204340083387,2.84056279508573,2.8004456756416,2.93432157152867,3.04678221206212
"ZNF564",2.09198697220608,2.15869593981069,1.67122042314245,1.88997180726516,1.81626511696717,2.42584479375502,2.22232036252238,1.81626511696717,1.48572380980574,1.79536210808092,2.4281575812127,2.12274276169619,0.918452426977994,2.54968815563112
"ZNF565",3.3101504443516,3.62021284847573,3.5948646354961,3.0955580091021,3.22810821316432,3.50204710983381,3.12358965559277,2.99640449359992,3.12218050392321,3.3707885869099,3.77323382197082,3.10897101603716,3.58646142967199,3.76752480830088
"ZNF566",4.50933048372861,4.37532324352472,4.65124705179362,4.52813978574929,4.52813978574929,4.62269452480845,4.22914795345863,4.20216949576403,4.32635501128554,4.66853303353638,4.41173476590082,4.60635879001759,4.32508155386514,4.36990766162347
"ZNF567",5.41592434300534,5.27096131090232,5.03063556259839,4.73328026871034,4.57145475842417,4.70298602301736,4.51787702821187,5.27254232472385,5.28567646587583,5.34029746778923,4.86375736157244,4.60635879001759,4.84025643975571,4.67050502596724
"ZNF568",1.99621617971467,2.53133012882572,1.96620292921843,1.65955230631794,2.33520241372137,1.42462202314029,2.22232036252238,1.95211567578746,2.63502875119914,2.02466964832479,1.91986192554427,2.58639954154487,1.69451969955565,1.9994000553862
"ZNF569",4.93439159941623,4.79212587786364,4.77176190801948,4.62119836002083,4.32883868860565,4.75234577024699,4.66469374775438,4.56565270713926,4.35276371113317,4.2189437932753,4.72197192961865,4.50296821053564,4.65028135948739,4.25530964928181
"ZNF57",2.59861965037875,2.89320598858578,2.54968815563112,2.50705711513058,2.42365057815587,2.74802367260305,2.4281575812127,2.44925159062714,2.53831546185955,2.53133012882572,1.91986192554427,2.6495603869701,2.53831546185955,2.10733084074487
"ZNF570",3.16425125972936,2.83798450625458,2.86018632819639,2.70847966557045,3.39617127127172,3.44202029511433,2.91718201733988,2.74894399635944,2.43051800981801,2.34761530057623,3.02033359917188,2.00543131472581,3.44545715042329,3.08759925715348
"ZNF571",3.12218050392321,3.17074307095781,3.04364920502036,2.99718298191272,2.88763650202346,2.42584479375502,2.18464644717075,2.07654091737265,2.11311669634734,2.81691518511614,1.91986192554427,2.12274276169619,2.62626276419999,2.10733084074487
"ZNF573",2.59861965037875,2.79684881896983,2.71588607661627,2.79684881896983,2.52211162853995,2.74802367260305,2.58185509874811,2.44925159062714,2.33277264909417,2.87742960172233,2.56527645122383,2.86018632819639,2.70847966557045,2.62626276419999
"ZNF574",6.35609862610607,6.34250175926566,6.50715342163611,6.18222847206703,6.31286995396244,5.96855967955594,6.32838037104009,6.58182616634303,6.80761944285056,6.77833871659442,6.18679248009466,6.37035579689011,6.45147353399912,6.40941996806917
"ZNF576",4.16294600859185,4.11662903193717,4.12450088163905,4.16666280662112,4.22199402512147,4.07746149283967,4.13617568204168,4.56565270713926,4.60685975756256,3.97534250341199,4.32765542174746,4.43493707817691,4.50516384421133,4.27731802512109
"ZNF581",4.73008364235189,4.41675320378762,4.71374415465652,4.46739798204649,4.39556469148701,4.45837331702612,4.69455403494977,5.42674494022621,5.37439779721075,5.24200268189205,4.51388263337788,4.94746865876959,4.62984194977383,4.98324698924195
"ZNF582",2.30350836595456,2.70757967433194,2.83279027503619,2.98191667129266,2.88763650202346,2.80759167393994,2.88596632965084,2.74894399635944,2.33277264909417,2.81691518511614,2.4281575812127,2.99217149587631,3.85791066382923,2.8178455889955
"ZNF583",3.77698542278914,3.76752480830088,3.6920513083197,3.7706039741899,3.65202632023031,3.58985298239364,3.48822532603712,3.62502613830208,3.73728051580246,2.94061357208154,3.22425583377176,3.15445983172276,3.62957825926732,3.31390263635466
"ZNF584",4.19284014796107,4.20216949576403,3.95186300602755,3.86139547629089,3.82867811178098,3.78458657338282,4.06910130747847,4.03581749865114,3.9152259694218,4.17084769393394,3.92221505793265,4.15267686968604,3.89281156600427,3.85710531315455
"ZNF585A",4.93439159941623,5.0220676590801,4.71374415465652,4.6576790685531,4.88819926680517,4.92230046587342,4.72241839192684,5.03044925547263,5.20475556112171,5.16223249667525,5.12517748380989,4.48381839343414,4.50516384421133,4.27731802512109
"ZNF585B",2.16613737613163,1.50927010433163,2.20701880878389,1.69451969955565,1.87189543470643,2.00905564875107,2.07955545779138,2.15869593981069,2.23284029788937,1.79536210808092,1.52614471441113,1.89332244087253,1.52614471441113,1.88997180726516
"ZNF586",4.58497324913697,4.64723113987457,4.45667687511386,3.97918083778347,4.08945431835957,4.13385698821981,4.05716829022737,4.25463776126098,4.06734674483581,3.84972982163548,4.23796425294727,3.3443270920756,4.09836767130704,3.58532469362178
"ZNF589",2.09198697220608,1.77811779261097,1.12052380182476,1.95541610312759,1.81626511696717,1.79536210808092,1.79045683256912,1.95211567578746,1.97647928582625,2.02466964832479,1.91986192554427,1.48572380980574,2.78642377189499,1.6515546698727
"ZNF592",5.52263866073744,5.64017381644577,5.69319860493488,5.53978244248911,5.49577670286029,5.41417468988186,5.470835146928,5.51602834510176,5.49354430365738,5.77832207478731,5.64664918003633,5.60504129641632,5.44061136789242,5.65793132607855
"ZNF593",5.28040843031609,5.78702778971807,5.46337814059063,5.83127850934447,5.91611245284581,5.69763959340358,5.78572897195637,5.80001439810939,5.91806864161649,5.85947955934935,5.82252057864565,6.04831650954765,5.93192394282302,5.99621681850942
"ZNF595",5.35104343166763,5.17691178799535,5.13264507458232,5.36625004241102,5.33682557729018,5.39756665871725,5.32016489208402,5.31646017644879,5.36019294535719,5.14196670840229,5.5140518236092,5.40999442889143,5.21266457857738,5.59812789308343
"ZNF596",2.40415276812539,2.15869593981069,2.59243855712463,2.44013728380835,2.33520241372137,2.50485315023786,2.74894399635944,2.44925159062714,2.53831546185955,2.75308049004115,2.50261016186394,1.6515546698727,2.62626276419999,1.6515546698727
"ZNF597",2.40415276812539,2.08907703244697,1.91676259376337,2.11039201543523,2.09488539216145,1.79536210808092,1.88997180726516,2.25133563872504,2.53831546185955,1.79536210808092,1.80232639314518,2.23284029788937,1.99461740626531,1.77811779261097
"ZNF598",5.11443882034171,4.89769651267378,5.10551341598876,4.98400780092081,5.09583625042877,5.12695967429904,4.95520503540175,5.40747359833511,5.13906365686633,5.3151397404318,4.99011574050717,4.94746865876959,5.34386683912625,4.94221370993807
"ZNF599",3.39505755028477,2.81691518511614,1.91676259376337,1.50927010433163,3.39617127127172,3.28088039754374,2.58185509874811,2.66801294551669,2.98191667129266,2.69140271069553,1.67122042314245,3.25187335438674,3.17684430907649,3.65423632784508
"ZNF606",1.83102099748651,2.38743703308424,2.06067543924229,2.06067543924229,1.67497970099358,1.79536210808092,1.01089023968529,2.07654091737265,1.81626511696717,2.1365598154784,1.80232639314518,1.79536210808092,0.918452426977994,1.21702768107529
"ZNF607",4.07746149283967,3.74602247730826,3.50324421333332,3.87485506934692,3.52512611261012,3.94494318230667,3.77910983003055,3.76752480830088,3.95352672782241,3.84972982163548,3.63472790971325,3.63059237888979,4.00116531289233,3.76752480830088
"ZNF608",2.50705711513058,1.64054490190138,2.29338272639112,1.77811779261097,1.81626511696717,1.58841117551664,2.07955545779138,2.35764490535285,2.53831546185955,2.24334380561464,2.33520241372137,2.23284029788937,2.53831546185955,2.10733084074487
"ZNF609",6.16360258252188,6.25848111756431,6.29186447947618,5.738716725067,5.95066102775999,6.09465875113982,5.87428404186489,6.05879840903735,6.08218929024748,6.06915110748571,5.9242457394293,6.09134388080124,5.84866180300759,5.87179115272875
"ZNF611",2.50705711513058,2.28118138040641,2.62626276419999,1.77811779261097,2.30588370369673,2.63090064716939,2.33635959680891,2.44925159062714,2.72904626800673,2.44013728380835,2.33520241372137,2.50705711513058,2.22232036252238,1.9994000553862
"ZNF613",2.50705711513058,2.15869593981069,2.29338272639112,1.82721276950842,1.61021599992374,2.23811668887148,2.18464644717075,1.41571202680313,2.33277264909417,2.34761530057623,1.80232639314518,1.6515546698727,1.69451969955565,1.6515546698727
"ZNF614",2.76480008941643,2.46200600335277,2.71588607661627,2.33277264909417,2.30588370369673,1.96319326901834,2.33635959680891,2.66801294551669,2.53831546185955,2.69140271069553,2.84056279508573,2.33277264909417,1.85093261974628,2.62626276419999
"ZNF615",3.58985298239364,3.90061749092264,3.417148994166,3.02949663929009,3.17280897041616,3.16425125972936,2.99640449359992,3.31390263635466,2.98191667129266,3.54882361749409,3.22425583377176,2.93068556270359,3.11643902925518,2.93432157152867
"ZNF616",2.82520364861901,3.02033359917188,2.92229710689441,2.75481136530859,2.55602154941001,2.53133012882572,2.91718201733988,2.66801294551669,1.65955230631794,2.75308049004115,2.84056279508573,2.4281575812127,2.78642377189499,1.77811779261097
"ZNF618",5.29805782052828,5.28473310769804,5.29805782052828,5.85238117043215,5.6455100430092,5.79596181304843,5.66416172487862,5.43676883814695,5.53493117192445,5.68175902537835,5.39105747118613,5.85841762654742,5.73366895134643,6.06176917490175
"ZNF620",2.09198697220608,2.4281575812127,1.43482640844742,2.13943869961447,2.30588370369673,2.45150653645848,2.18464644717075,2.35764490535285,2.33277264909417,1.52204340083387,1.52614471441113,1.79536210808092,2.62626276419999,2.39378953557186
"ZNF621",2.46200600335277,2.98191667129266,2.94061357208154,2.13943869961447,1.87189543470643,2.00905564875107,2.4281575812127,2.94061357208154,2.8178455889955,2.94061357208154,2.56527645122383,2.12274276169619,2.53831546185955,2.10733084074487
"ZNF622",4.9763770669505,4.78635465861243,5.02572624176171,4.93735931228639,4.77679480835083,4.64672751181455,4.84927145042892,4.96402805860615,4.8191548028665,5.32766517741953,5.23861370331899,4.86700072765388,4.78772721483895,4.25530964928181
"ZNF623",4.09836767130704,3.48943853672873,3.94145333487598,3.81360279399821,3.87354234830532,4.02711578252602,3.88331051175164,3.73042553558613,3.63582322013607,3.54882361749409,3.63472790971325,4.0403560756225,3.23270714802905,3.85710531315455
"ZNF624",4.86829059744982,4.82760753334104,5.21477550623835,5.24289457527396,5.08684190836149,5.02553350299193,4.81324320495244,4.93417825659981,4.72266566881082,5.12609534837326,5.22536288044163,4.91255357666254,5.03098765185415,4.82980588660822
"ZNF625",2.22232036252238,1.77811779261097,1.91676259376337,2.11039201543523,1.61021599992374,1.83953281929405,1.69451969955565,1.55394984754265,1.26468313996329,2.02466964832479,1.52614471441113,1.48572380980574,2.33520241372137,0.817783834962221
"ZNF627",2.65785513196433,2.20701880878389,3.05749223877909,2.33277264909417,2.48412035776108,2.15580281762672,2.22232036252238,2.15869593981069,2.8178455889955,2.61136237272981,1.67122042314245,2.33277264909417,2.53831546185955,1.50927010433163
"ZNF629",5.14521790792221,5.34635153140267,5.22407161870962,5.55096605274695,5.45782386435707,5.45888247217541,5.470835146928,5.27254232472385,4.8191548028665,5.56449190839496,4.72197192961865,5.56449190839496,5.17020552804175,5.17782075145766
"ZNF638",6.2797905560341,6.31242474849635,6.22430176075679,6.30610918304402,6.4154025866242,6.31540362846137,6.19863240583354,6.29423165019513,6.310214683516,6.18714417623937,6.26671508931454,6.26545325911833,6.34543947866131,6.52972728953043
"ZNF639",5.73273846395493,5.9712052573598,5.92634659923113,5.50390539135001,5.54247923434535,5.62948123301995,5.66416172487862,6.07120334762864,5.75777682594416,5.92866561821093,5.72638089461112,5.40999442889143,5.67389357318586,5.46283411893259
"ZNF641",2.94699605687109,3.31390263635466,3.23403485842268,2.99718298191272,3.18837282000522,2.74802367260305,2.98031227141202,3.66053699359788,2.8178455889955,3.70968792367441,3.22425583377176,2.72683499656506,2.93432157152867,3.43703525696155
