"","ex2_GFP_Rep1_Chip21","ex2_GFP_Rep2_Chip21","ex2_GFP_polyIC_Rep1_Chip21","ex2_GFP_polyIC_Rep2_Chip21","ex2_NS5_Rep1_Chip21","ex2_NS5_Rep2_Chip21","ex2_NS5_polyIC_Rep1_Chip21","ex2_NS5_polyIC_Rep2_Chip21"
"A4GALT",2.41388482054005,2.41388482054005,2.26680713015393,2.46772638946897,2.09409833759479,1.8625269476076,2.59691936831337,2.4749648174962
"AAAS",5.38019313369034,5.22916031470469,5.23021543047765,5.3940238009839,5.31910437023647,5.46287425006773,5.21241974137325,5.13442227669496
"AACS",5.24675109398431,5.37220195348124,4.83652633626617,4.48681542408124,5.11965008687675,5.16014783511241,4.14069790441286,4.51816276767718
"AADAC",5.57709651567995,5.84708675288523,5.36008791579573,5.550877672314,5.73406082461445,6.14157177473504,5.76634749133313,5.93367928252285
"AADAT",3.80760786335978,3.99754833777033,3.46130372572598,3.9618582718306,4.12289029774113,4.1276633557737,4.76360842656329,4.81159965177335
"AAGAB",6.58249222018493,6.66178504555508,6.48110619500227,6.61332336240587,6.49855509159624,6.57864396233848,6.67150655243433,6.70149853520823
"AAK1",1.36392697453909,2.41388482054005,1.79432713468154,1.75536668611399,2.23268197902111,2.48892095101492,1.47377787822679,2.26680713015393
"AAMP",6.92719830810319,6.77806982703841,6.89863924118484,6.81595784308245,6.77543848242914,6.5833628224506,6.61310325716565,6.50457290965495
"AARS",7.83645555528818,7.95964450711835,7.65053707187445,7.77403647105973,7.81075540281795,8.11931077541527,7.76249062116645,7.53879228145579
"AARS2",2.35009027336432,1.78188107189949,2.63004171974281,2.03396976716913,2.73965716036561,1.75536668611399,2.09409833759479,2.58984510168181
"AASDH",1.57431607445303,1.36392697453909,1.36392697453909,0.762931668438788,1.03982440473383,1.75536668611399,2.17909057700842,2.35009027336432
"AASDHPPT",6.13651496606064,6.3242869625974,5.9296390021723,6.3237914185233,6.20664426182817,6.05063027952587,6.2908090262824,6.22447402140934
"AATF",7.4870885684398,7.57026867933965,7.76171172308673,7.77662231145127,7.80253716530023,7.67186776519583,7.75720724430468,7.84010020871973
"ABCA1",3.63186039562244,3.91339490566317,4.27432427606612,4.19718377869044,4.84517657844166,4.59880665690938,3.6777555608019,3.71888697582095
"ABCA2",4.15828754566851,4.07710108116636,4.00399677304351,4.13956961590508,4.17896673809388,4.1276633557737,4.02706703242091,4.06951100542551
"ABCA3",3.92124397358248,4.11690291122113,3.29838074425855,3.26020965908674,4.32267187601925,4.46459411954856,3.17101795474112,3.48760664749411
"ABCA5",2.73965716036561,2.53355285192995,2.35009027336432,2.35009027336432,3.10504979931731,2.70857221164666,2.82408624595138,3.11966017248053
"ABCA7",2.01405552258155,1.58875625098404,1.07864233999548,1.6400118168909,1.92928644925917,1.42725603686181,1.15553260898385,1.70730627994088
"ABCB10",4.69172535612441,5.02400584392718,4.39129580369843,4.54845005556598,4.06951100542551,4.1276633557737,4.83652633626617,4.90113854673694
"ABCB6",4.32683407522202,4.38352579539453,3.7485594245901,3.61842237140219,3.94038301989443,3.74692798856516,4.26580822233015,3.58075137781804
"ABCB7",5.25437171660507,5.49680783845994,5.19900035136609,5.21241974137325,5.39101616885754,5.31910437023647,5.46902948163943,5.5114965643791
"ABCB8",3.1218513717708,3.29447316090142,3.11203964022987,2.93895445927484,3.22077418322551,3.3524231508494,3.48760664749411,3.15738242723289
"ABCC1",6.94460389547285,6.15843408218272,6.90902511925709,6.78070213359448,6.60145341698819,6.20267999468915,6.00566010708183,6.00370529055359
"ABCC10",2.73965716036561,2.94684652794725,2.91460419196347,2.83911838109369,2.58314463231492,2.9362755235141,2.17909057700842,2.26680713015393
"ABCC2",7.95228233756141,7.90702994880751,8.07508974115649,8.1424026817083,7.73603973469299,7.91645785627345,7.65890963083866,7.48333810274802
"ABCC3",7.12492620211014,6.79566492224609,5.88687344030177,5.78227192263529,6.32018769708795,6.24636822597166,6.51454951121013,6.14800166778488
"ABCC4",4.32683407522202,4.21517320250467,3.67430541052645,3.8265544738592,3.4121789284798,3.79266306299354,3.51692406130571,3.4198330359287
"ABCC5",3.63186039562244,3.36012375125005,2.77637039965258,2.68900566705946,2.82973686202945,3.59769665150514,2.87574747269109,2.98932900015564
"ABCD1",2.41388482054005,2.4749648174962,2.40634366030928,2.53355285192995,2.86435440433063,2.70857221164666,1.92928644925917,2.77004107941817
"ABCD3",6.03432784220577,5.97735503889889,5.38310581281828,5.30766013474876,5.22134506022922,5.82830033806765,5.94854778234445,5.2554666057935
"ABCD4",3.77800944780223,4.13956961590508,3.46130372572598,3.48397034909016,3.4121789284798,3.48760664749411,3.38845560331806,3.82241339587719
"ABCE1",6.86716304277693,6.87988758762423,6.7466383879959,6.91971686738074,6.9202291280657,6.81264985440851,7.09431631956344,7.34175495227858
"ABCF1",5.89247135719213,5.6735582415785,6.16334490225268,6.17974812982735,6.05310456049576,5.71433663024498,6.01947597797375,5.92755340343158
"ABCF2",6.64819656407873,6.63944605339271,6.8384074534716,6.87074508277652,6.47647621326705,6.80310499068106,6.69809082400673,6.6012484500388
"ABCF3",2.96842653500914,3.44304570584944,3.36396762620328,3.26020965908674,3.15223047770359,3.05125890224088,3.64804379687533,2.86435440433063
"ABCG2",6.69488492563978,6.58723052993325,6.01499265167626,6.06245960236563,6.09179350577576,6.28873977637402,6.60461233687704,6.61354346764609
"ABHD10",4.05966655308015,3.98042644580965,3.54565586837745,3.18913193289721,3.58075137781804,3.43081453632143,4.17896673809388,4.05207695470316
"ABHD11",3.1983200447393,3.53824052383726,3.2251099122224,3.26020965908674,3.31136552914134,3.12404257106106,3.6777555608019,3.48760664749411
"ABHD12",6.28101542884279,6.25933416009245,5.98556403820815,6.10687509074437,6.09575274994854,6.24986332717638,5.9200777396978,5.99691140725771
"ABHD13",3.15738242723289,3.36012375125005,2.82973686202945,2.62290463392469,2.58314463231492,2.60987092094164,2.72045561610886,2.53355285192995
"ABHD14A",2.4749648174962,1.78188107189949,2.35009027336432,1.75536668611399,1.76800856686647,2.10376460211432,2.17909057700842,2.18784855059057
"ABHD14B",3.60824901153379,4.21517320250467,3.36396762620328,2.892178710793,3.72543244681543,3.62488108149405,3.48760664749411,3.89379096277136
"ABHD15",4.2720124109546,4.40315177336088,3.59769665150514,3.72543244681543,3.94038301989443,4.06951100542551,3.64804379687533,3.54565586837745
"ABHD16A",3.65480125829567,3.91339490566317,3.61842237140219,2.74659244859377,4.05207695470316,4.11092469751833,4.51986163076333,3.89379096277136
"ABHD16B",2.01405552258155,2.01405552258155,2.07425255368457,2.58984510168181,1.57431607445303,1.56017143682094,2.53355285192995,2.18784855059057
"ABHD2",6.77276657893449,6.50846109733333,6.68171484208352,6.30717565453553,6.69092815242735,6.63496752894365,5.9035722346868,5.95589368888029
"ABHD3",5.14263503061932,5.34892603466714,4.81159965177335,4.66410883238342,4.72975580838888,4.36954312118538,4.82337326836113,5.30130754471336
"ABHD4",6.67069599135106,6.73324288118608,6.37302589241775,6.14064292301361,6.70268969336774,6.49672991583947,6.02580330830962,5.99691140725771
"ABHD5",4.50705198381296,4.47955367438318,4.51986163076333,4.17676525658416,4.41875987181155,4.46459411954856,5.12026559356932,5.06679414287448
"ABHD6",3.39588832105114,3.84286797582479,3.91596559756181,3.8265544738592,3.6777555608019,3.59769665150514,3.76848910888755,3.48760664749411
"ABHD8",2.77637039965258,2.98932900015564,2.58314463231492,2.53355285192995,3.17546049836122,2.35804967008766,2.26680713015393,2.58984510168181
"ABI1",6.63784165271509,6.85792117138391,6.12268117650616,5.88160728954054,6.88876719450128,6.78277570392367,6.58249222018493,6.43316397492116
"ABI2",5.16014783511241,5.03297925104971,4.98263387237706,4.83652633626617,5.30240045910478,5.28169541758112,5.05056358799805,4.97737940380475
"ABL1",6.46077966482408,6.41055078794228,6.8562933810839,6.92703313933514,6.56907767119009,6.48064139121026,5.9296390021723,6.14188004824104
"ABL2",4.21517320250467,4.07710108116636,5.05930763093836,5.27695199489763,4.71159051936104,4.83652633626617,4.55202169951322,4.62427873016333
"ABLIM1",3.51692406130571,3.51692406130571,2.7270151833033,2.53355285192995,3.31136552914134,3.7000960793285,2.59691936831337,2.58984510168181
"ABT1",5.02280481301469,5.03297925104971,5.14384134041926,5.40189547809743,4.92512330431475,4.70136614675793,5.40189547809743,5.26076180662265
"ABTB1",3.58075137781804,3.91339490566317,3.43081453632143,3.2251099122224,3.46518248617893,3.67603048566418,2.82408624595138,2.94684652794725
"ABTB2",4.59709989094749,4.88366959273234,5.32122461480355,5.01634214042002,4.96021848858211,4.76064892111642,4.51986163076333,4.85165221216844
"ACAA1",4.91278623768348,5.04678848757049,5.06859634985159,4.79679441715641,4.86818175802684,4.59880665690938,5.09009272923898,5.22916031470469
"ACAA2",6.37326176832905,6.3279213254197,5.88229618570213,5.59003730378778,6.14126350122903,6.06863373493365,6.09607081009994,6.05684853459308
"ACACA",6.30895312612578,6.13622221683088,5.80956236252863,5.63574633947987,5.88056870880041,5.83412758605274,5.37315653748158,5.542930679063
"ACACB",4.32683407522202,4.65095414135774,4.27432427606612,4.02454815152139,4.66410883238342,4.72975580838888,4.02706703242091,3.74390188788352
"ACAD10",4.05966655308015,3.86299838646515,3.2251099122224,3.07066066907121,3.79559090162667,3.62488108149405,2.87574747269109,3.4198330359287
"ACAD8",3.63186039562244,2.94684652794725,3.15223047770359,3.61842237140219,3.74692798856516,3.79266306299354,3.61842237140219,3.65480125829567
"ACAD9",4.34634827599955,4.44947754365973,4.21517320250467,4.11314692874804,4.40904771761313,4.04963187109655,4.45143199181417,4.26988227498601
"ACADM",4.82191606363704,4.82486033521873,4.581674993023,4.78484539933761,4.87941523416093,4.96279900358261,4.89064963892413,5.11670352017214
"ACADS",2.69621837278041,2.77637039965258,3.18913193289721,2.93895445927484,2.28332718562904,2.81226335086652,2.77004107941817,3.08092193490504
"ACADSB",3.51692406130571,3.6727121523178,2.77637039965258,2.62290463392469,3.44304570584944,3.16166085010336,3.28999483410502,2.64401536946891
"ACADVL",4.82191606363704,4.79153621917901,4.5954740100037,4.53426126315524,4.85957867922058,5.05930763093836,4.68200184299742,4.54486516547432
"ACAP1",1.83919441735711,2.53355285192995,3.43081453632143,3.15738242723289,1.76800856686647,2.81226335086652,2.66959618867548,2.81797155553628
"ACAP2",4.08190980868275,3.7987398225366,4.04963187109655,3.54194819610735,4.14182619292063,3.81650114675942,3.8195323334127,4.30598263982803
"ACAP3",1.83919441735711,1.10119691058783,1.68184339302198,1.6400118168909,1.8625269476076,1.15553260898385,1.34878555123823,1.47377787822679
"ACAT1",5.88160728954054,5.91493459501576,5.26723835089973,5.1508349203844,5.77013399555369,5.95589368888029,5.86994490707851,5.73011406917142
"ACAT2",6.50365403170882,6.59470852255002,5.91937216035672,5.89938988931621,6.43603045097649,6.08397319217433,6.39975369752462,6.27065384478877
"ACBD3",6.05185304424111,6.12890028874373,5.83083117254162,5.85215766203392,6.07541230767269,5.94854778234445,6.3463090705887,5.97801131286649
"ACBD4",3.8964462582843,3.7987398225366,3.70348145960099,3.65156124397016,3.77467015155938,4.16993010692761,3.84570373327249,3.60145333611761
"ACBD5",6.10264525703146,6.07326476074318,5.6735582415785,5.87100441720073,5.61768794526176,6.01336048783694,5.89145892855369,5.88824598574192
"ACBD6",5.69607734215881,5.95557081763296,5.73866589239937,6.2539176411077,5.98523375777156,6.04000766268977,6.27173590029905,6.58893119259273
"ASIC3",2.41388482054005,1.2484298734506,1.68184339302198,2.53355285192995,1.92928644925917,1.56017143682094,2.09409833759479,1.9078576412055
"ACCS",2.87574747269109,2.58984510168181,2.87005093851086,2.58984510168181,2.52659378552584,2.60987092094164,2.98426234280623,2.94684652794725
"ACD",4.56610531294253,4.89477231407779,4.81159965177335,4.76064892111642,4.83432226809106,4.56610531294253,5.27960446821369,5.22916031470469
"ACER2",3.77800944780223,2.98932900015564,3.2251099122224,4.05207695470316,3.15223047770359,3.72543244681543,2.82408624595138,3.15738242723289
"ACER3",5.38019313369034,5.0554796757563,4.87941523416093,4.92786702336454,4.79076220466221,5.04931778424106,5.13096110035695,5.1508349203844
"ACIN1",4.15828754566851,3.88528505926272,4.04963187109655,3.94038301989443,3.58075137781804,3.87965009534118,4.04963187109655,3.54565586837745
"ACLY",8.55028689898169,8.34472000092359,7.99043745939847,8.02024624549363,8.29074260919191,8.36479573869445,7.11695406904499,7.18891201793002
"ACN9",5.78977190552082,5.55620832748958,5.7548846840152,6.06863373493365,5.56581048611797,5.44445662348535,6.00110472007114,5.93367928252285
"ACO1",5.19053265141962,5.15322767617525,3.32739435522999,3.11966017248053,4.19718377869044,4.30823671112206,4.40408214768514,4.19718377869044
"ACO2",5.12026559356932,5.02400584392718,4.5954740100037,4.67541054379139,4.66410883238342,4.81234120192803,4.583315666045,4.36144835491032
"ACOT11",2.41388482054005,2.09409833759479,1.21185495793896,1.51481920135571,2.16991618236791,1.65321878219337,1.60171970693862,1.60171970693862
"ACOT13",7.35233712543523,7.39478255133854,7.04461893674043,6.7466383879959,7.1778297021178,6.77240300078988,7.19572795242393,7.30116295763477
"ACOT2",3.00555129094596,3.29447316090142,3.15223047770359,3.18913193289721,3.27752413559006,2.88683595846373,4.2808321023739,3.86862307824184
"ACOT4",1.36392697453909,2.58984510168181,1.89792046693954,1.83919441735711,1.68184339302198,2.10376460211432,3.09020222330097,2.01405552258155
"ACOT7",4.88932281831052,4.69172535612441,4.81159965177335,4.48681542408124,4.69336076631546,4.96279900358261,4.82337326836113,4.72819789375952
"ACOT8",4.13956961590508,3.99754833777033,3.40410925350914,3.15738242723289,3.7000960793285,3.12404257106106,3.41790053742306,3.65480125829567
"ACOT9",6.35574319588201,6.53511685169353,6.05625122822208,6.12833333223595,6.14656106574791,6.16362051856935,6.5204005886111,6.25527877679246
"ACOX1",4.6124441898353,4.30287295388855,4.43420060942379,4.19718377869044,4.25472194311981,4.38155833815816,3.8195323334127,4.37941159852431
"ACOX3",2.0837877515424,2.35009027336432,1.36392697453909,1.6400118168909,2.16991618236791,1.9401137350777,2.26680713015393,1.34878555123823
"ACP1",8.92344565870778,9.01376012451498,8.85276810695186,8.98713897411259,9.05697334002965,9.18381258756405,9.15810849834791,9.2931476258471
"ACP2",4.30823671112206,3.95795774174553,4.1276633557737,4.05207695470316,3.72543244681543,3.81650114675942,3.8964462582843,4.08677680517391
"ACP6",4.49062313780328,4.30287295388855,4.02454815152139,4.02454815152139,4.44947754365973,4.43212789184853,4.19718377869044,3.74390188788352
"ACPL2",2.58984510168181,2.58984510168181,2.91460419196347,3.15738242723289,2.82973686202945,2.60987092094164,2.53355285192995,3.3524231508494
"ACSF2",2.87574747269109,3.65156124397016,2.46772638946897,2.27095238777334,3.17546049836122,3.02024228987306,2.87574747269109,2.98932900015564
"ACSF3",3.77800944780223,3.58745987026437,4.02454815152139,4.53426126315524,3.94038301989443,4.24174714832887,4.55202169951322,4.63263362890699
"ACSL1",3.33569175544651,3.15738242723289,3.26420379174247,3.32356964969596,3.60660223477016,3.46130372572598,3.28999483410502,3.26894902368371
"ACSL3",7.90464199603426,7.81410922189721,7.64591229065914,7.8550405408017,7.58887293896606,7.69846101197749,8.42052292558414,8.25237317809888
"ACSL4",5.9417853981829,6.05899189528298,5.47554154236997,5.22916031470469,5.77548720716566,6.07477749511435,5.29394752252598,5.27695199489763
"ACSM3",2.82973686202945,2.90928682666801,2.13062708707173,2.27095238777334,1.8625269476076,2.30114477486732,2.35009027336432,2.01405552258155
"ACTA2",4.71719021544201,5.14263503061932,4.37744618351143,4.32267187601925,5.32739485891399,5.24231919711732,4.68200184299742,4.71238429421108
"ACTB",12.1961472142045,12.6865872076686,12.3747612331238,12.4286836605976,12.4286836605976,12.5508632893816,12.3272291707134,12.3272291707134
"ACTG1",12.3747612331238,12.1961472142045,12.5508632893816,12.632635467531,12.474752814221,12.632635467531,11.7606887202721,11.6977842232488
"ACTL6A",4.6124441898353,4.85957867922058,4.40904771761313,3.74692798856516,4.47955367438318,4.36954312118538,4.583315666045,4.39430575299792
"ACTN1",8.13223209710988,8.10194834354146,7.89878976063311,7.52631107786495,7.78935995666169,7.85772972345226,7.32265574700988,7.24373557676341
"ACTN4",9.61296178178914,9.66122905957232,9.7170649974508,9.54347216539837,9.61296178178914,9.62288794418344,8.840209497883,8.82874815493871
"ACTR10",7.03690726655322,7.03032724821088,6.19139868327475,6.33767086982234,6.90372569423196,7.31792637362109,6.99476922471775,6.67927075652433
"ACTR1A",5.58749907793301,5.69607734215881,5.11069121509156,5.38310581281828,5.42623236191839,5.50965046680156,5.32739485891399,4.96148032174538
"ACTR1B",4.03191386603135,4.40315177336088,4.35548106350859,3.51692406130571,4.23512231489166,4.24174714832887,3.35440081584424,4.06951100542551
"ACTR2",8.80381404639049,8.76759375544884,8.22897816995946,8.40786870369364,8.6886681534329,8.58148774145416,7.879100546348,7.97071961295572
"ACTR3",8.04585896355473,8.21577533251228,7.73739018561797,7.79934674235214,8.02024624549363,8.11659741250135,7.99151789210077,8.09547215732348
"ACTR3B",2.53355285192995,1.78188107189949,1.99305184996913,2.10376460211432,1.76800856686647,2.60987092094164,1.82774498927435,2.01405552258155
"ACTR5",3.1983200447393,3.53824052383726,3.67430541052645,3.54194819610735,3.03059114877124,3.62488108149405,4.14069790441286,3.91596559756181
"ACTR6",5.81286516868198,6.09032469594709,5.61560478513609,5.6735582415785,5.65024164747731,5.57101286410885,5.77548720716566,5.77921538315192
"ACTR8",4.43420060942379,4.79153621917901,4.98263387237706,5.06922869092626,4.6491862225646,5.11129125666057,5.06922869092626,4.63263362890699
"ACVR1",5.45772418918162,5.91493459501576,5.44726122271737,5.34997089206791,5.4661584266619,5.42718015433971,6.00948636617647,6.00948636617647
"ACVR1B",4.88932281831052,4.76505208601618,5.23021543047765,5.49680783845994,5.14263503061932,5.02021144249308,4.33711112897185,4.76360842656329
"ACVR2A",4.29138030504429,4.40315177336088,4.40904771761313,4.66410883238342,4.33711112897185,4.70136614675793,4.63937516135236,4.23512231489166
"ACVR2B",3.85391005892134,3.53824052383726,3.77467015155938,3.07066066907121,3.58075137781804,3.62488108149405,3.28999483410502,3.62488108149405
"ACY1",3.23406799122025,2.77637039965258,2.98932900015564,2.10376460211432,2.23268197902111,2.10376460211432,2.41388482054005,2.4749648174962
"ACYP1",3.77800944780223,3.7987398225366,4.78342711733925,4.43420060942379,4.44947754365973,4.33916990404206,4.85957867922058,4.82921552776113
"ACYP2",4.29138030504429,3.98042644580965,3.7987398225366,3.51692406130571,4.27432427606612,3.83700885017592,3.48760664749411,3.15738242723289
"ADA",5.75951422403457,6.03432784220577,4.88648444396611,4.65095414135774,5.53041309670975,4.95346558674425,5.593927072218,5.37409995954377
"ADAL",2.69621837278041,3.11966017248053,2.87005093851086,2.62290463392469,2.58314463231492,2.88683595846373,2.98426234280623,3.23406799122025
"ADAM1A",2.53355285192995,2.77637039965258,2.07425255368457,2.78858337096514,2.63004171974281,2.48892095101492,2.59691936831337,2.09409833759479
"ADAM10",6.84349453758828,6.88378121889143,6.72398823599707,6.3934147932341,6.66178504555508,6.53159847835698,5.96123072403791,5.75878973754081
"ADAM11",1.83919441735711,1.2484298734506,1.89792046693954,1.51481920135571,0.913335696164196,1.75536668611399,0.697650090595668,1.21185495793896
"ADAM15",5.32739485891399,4.82486033521873,5.05056358799805,5.29394752252598,5.4894390273128,5.3940238009839,4.85957867922058,5.16940094587151
"ADAM17",6.09636175403287,5.99272444528643,6.06245960236563,5.87700300628778,6.13329215805352,6.45225579878614,6.20437836228867,6.08332819875309
"ADAM19",3.55271793391808,2.86435440433063,2.26680713015393,2.46772638946897,2.52659378552584,3.48760664749411,2.09409833759479,0.913335696164196
"ADAM23",4.01664930362143,4.11690291122113,3.48760664749411,3.15738242723289,3.87965009534118,3.59769665150514,3.41790053742306,3.62488108149405
"ADAM9",7.57233691711335,7.54096463713257,6.58723052993325,6.58249222018493,7.40385936962976,7.43854637259531,6.57819841746307,6.46215280369512
"ADAMTS10",4.88932281831052,4.69172535612441,4.21517320250467,4.40131444044989,5.11965008687675,4.82337326836113,4.02706703242091,4.1276633557737
"ADAMTS12",2.4749648174962,2.30114477486732,2.40634366030928,1.9401137350777,2.73965716036561,3.12404257106106,1.71966701012209,2.18784855059057
"ADAMTS15",2.73965716036561,2.58984510168181,2.82973686202945,2.18784855059057,3.48760664749411,3.4121789284798,1.82774498927435,2.18784855059057
"ADAMTS6",1.10119691058783,1.58875625098404,1.21185495793896,1.83919441735711,2.09409833759479,2.60987092094164,2.09409833759479,1.34878555123823
"ADAMTS7",2.28332718562904,2.58984510168181,1.79432713468154,2.35009027336432,2.98426234280623,3.16166085010336,1.71966701012209,2.4749648174962
"ADAMTSL5",1.2484298734506,1.87540810903187,2.26680713015393,2.10376460211432,1.76800856686647,1.42725603686181,2.01405552258155,2.4749648174962
"ADAP1",1.45807998896668,1.87540810903187,1.79432713468154,1.2484298734506,1.34878555123823,1.42725603686181,0.697650090595668,1.9078576412055
"ADAP2",1.10119691058783,2.30114477486732,1.48774588566453,1.51481920135571,1.45807998896668,1.8625269476076,1.34878555123823,1.60171970693862
"ADAR",8.58666040980473,8.49051154167613,9.59698783322629,9.48346191987188,8.80861218849651,8.89121664262419,8.51938499527839,8.59416068671258
"ADARB1",1.10119691058783,1.36392697453909,1.79432713468154,1.51481920135571,1.76800856686647,1.75536668611399,0.697650090595668,1.47377787822679
"ADAT1",4.01664930362143,4.33916990404206,3.82519140461829,3.77467015155938,3.89914774115267,3.79266306299354,4.08677680517391,4.14182619292063
"ADAT2",2.4749648174962,2.16991618236791,3.11203964022987,2.98426234280623,1.8625269476076,2.65680398581347,3.55271793391808,3.1983200447393
"ADCK1",2.82973686202945,2.24193431928186,2.35009027336432,1.51481920135571,2.23268197902111,1.8625269476076,2.26680713015393,1.70730627994088
"ADCK2",3.85391005892134,3.99754833777033,4.17896673809388,3.58745987026437,3.65156124397016,3.43081453632143,3.58075137781804,4.01409711151489
"ADCK3",3.1983200447393,3.22998338828475,2.98932900015564,3.15738242723289,3.44304570584944,3.46130372572598,3.12404257106106,2.86435440433063
"ADCK4",4.80868878306853,4.62427873016333,4.76360842656329,5.18993553097685,5.04869447225646,4.88499412194523,4.583315666045,4.82921552776113
"ADCK5",2.35009027336432,1.87540810903187,2.35009027336432,1.75536668611399,1.92928644925917,1.56017143682094,2.4749648174962,1.80589470481847
"ADCY3",5.14263503061932,4.91691971550023,4.50249899498551,4.51986163076333,4.49245100111798,4.96279900358261,4.39129580369843,4.43212789184853
"ADCY6",3.15738242723289,3.56120065496044,3.72543244681543,3.8265544738592,3.86720665997968,3.09020222330097,3.38845560331806,3.23406799122025
"ADCY7",4.49062313780328,4.41875987181155,4.10974993999482,4.48681542408124,4.49245100111798,4.89477231407779,3.9618582718306,3.98042644580965
"ADCY9",3.51692406130571,3.58745987026437,3.40410925350914,2.62290463392469,3.7000960793285,3.12404257106106,2.4749648174962,2.90928682666801
"ADD1",6.33767086982234,6.21949770594511,5.99982755499944,6.09751824851683,6.10532424824955,6.22173016408719,5.65974392915396,5.40921415728488
"ADD2",5.45772418918162,5.38019313369034,5.09980474576289,5.68403250728952,5.48298146107602,5.3940238009839,5.01892580396459,5.21241974137325
"ADD3",3.65480125829567,3.32739435522999,3.29838074425855,2.68900566705946,2.63004171974281,3.3524231508494,3.20744034308225,2.90928682666801
"ADH5",7.5829672199879,7.68365004006499,7.29854384506496,7.43261834621821,7.31792637362109,7.49844489883032,7.83627521196931,7.98064770211794
"ADI1",6.69609382935932,6.92924619196742,6.78506112996021,6.89503275902955,7.05163072627011,7.68015222931514,7.19226346489961,6.84458724713765
"ADIPOR1",5.19053265141962,5.64403435220064,5.1332078432742,5.37220195348124,5.28542570053607,5.2357910665136,5.60712625811714,5.600278560203
"ADIPOR2",6.66178504555508,6.35550482571383,6.5050428357834,6.59576893893226,6.26771427408877,6.32275477538697,5.95524794638563,5.70246559178144
"ADK",4.17896673809388,3.93233955580272,3.18913193289721,3.45415357871694,4.25472194311981,3.79266306299354,4.08677680517391,3.23406799122025
"ADM",6.80756659861329,7.16685379152098,8.01405223294658,8.06919341552543,7.82656163270407,7.69846101197749,7.6033209472954,7.33462859580526
"ADNP",5.39589230754323,5.33251905636103,5.49680783845994,5.62741067516599,5.42623236191839,5.85752896003644,5.32739485891399,5.30130754471336
"ADNP2",5.81873168360934,5.68889047530258,6.64899185717917,6.79030087089448,6.13329215805352,6.75894307302381,6.08397319217433,5.95589368888029
"ADO",4.17896673809388,4.7187964919511,4.88648444396611,4.84663567917046,4.97209592414442,4.38155833815816,4.9400115097472,5.09009272923898
"ADORA2B",3.43081453632143,3.4121789284798,3.11203964022987,2.78858337096514,2.98426234280623,3.32356964969596,3.87406062342555,3.58075137781804
"ADPGK",4.70136614675793,4.59709989094749,4.93043352241498,4.30598263982803,4.67963366205774,4.77132252925706,4.62599181778408,4.72819789375952
"ADPRH",1.66681413714362,1.78188107189949,1.07864233999548,1.83919441735711,1.45807998896668,1.15553260898385,1.15553260898385,0.647022188884622
"ADPRHL1",3.46130372572598,3.15738242723289,2.46772638946897,2.27095238777334,3.44304570584944,3.12404257106106,3.06064184185414,2.53355285192995
"ADPRHL2",2.92033052171347,2.86435440433063,3.9618582718306,3.6777555608019,3.44304570584944,3.62488108149405,3.73473382979141,4.25260672598151
"ADRA1B",1.66681413714362,2.24193431928186,1.79432713468154,1.9401137350777,1.76800856686647,0.776629755375314,0.975736547735063,1.70730627994088
"ADRA1D",1.83919441735711,1.36392697453909,2.40634366030928,2.27095238777334,0.594777614178093,1.280849965512,2.09409833759479,2.09409833759479
"ADRA2C",2.22332187758917,2.16991618236791,3.18913193289721,2.78858337096514,2.35009027336432,2.60987092094164,3.51692406130571,3.62488108149405
"ADRBK1",4.10138747848869,4.10138747848869,4.22845549522643,4.38155833815816,4.40904771761313,4.27861922244933,4.00399677304351,4.23512231489166
"ADRBK2",2.35009027336432,2.24193431928186,2.52659378552584,1.75536668611399,2.16991618236791,3.09020222330097,2.09409833759479,1.9078576412055
"ADRM1",6.84026666213477,6.73324288118608,7.25729477179304,7.05458557208625,6.75357852970596,6.73206866205755,6.38700387493961,6.75357852970596
"ADSL",7.32851117881994,7.37108404867537,7.10009562177351,7.12463838297946,6.93195768324183,6.86008552885705,7.52974710638488,7.80123571219619
"ADSS",5.62570432655604,5.64403435220064,5.59865048387409,5.74567178402894,5.28542570053607,5.8624631422028,6.2144800023932,5.84206245587607
"AEBP2",6.29349752945329,6.07939940129359,6.30057876239503,6.11339624653229,5.88056870880041,6.0885117112623,5.92655207223403,5.95589368888029
"AEN",5.57709651567995,5.3940238009839,6.17604113478273,6.31652426084849,6.13329215805352,6.05063027952587,5.46902948163943,5.73788438663413
"AES",7.71182304780026,7.54383859351248,7.50822181023606,7.7701178021758,7.66178415500745,7.41542035148895,6.81595784308245,7.03473865839602
"AFAP1",5.31910437023647,5.35613051325933,5.59865048387409,5.70246559178144,5.35508207664632,5.72697239251269,4.84663567917046,5.52855436779762
"AFAP1L1",1.57431607445303,2.41388482054005,1.60171970693862,1.83919441735711,2.46772638946897,2.10376460211432,1.92928644925917,1.60171970693862
"AFAP1L2",4.03191386603135,4.30287295388855,2.63004171974281,2.93895445927484,3.3444436295655,4.04963187109655,3.41790053742306,3.45415357871694
"AFF1",5.32739485891399,4.87096797746818,5.22134506022922,5.06922869092626,5.20685688467557,4.78188932741653,4.53426126315524,4.6491862225646
"AFF4",6.98008855019281,6.95800458833421,7.0239668174082,7.12998406022161,6.60975204217546,6.80310499068106,6.76932224725166,6.62251088978416
"AFG3L2",5.07047007939964,4.90588503170279,4.96148032174538,4.79679441715641,4.97209592414442,4.79390606096974,5.5705701248621,5.21241974137325
