"","ex2_GFP_Rep1_Chip21","ex2_GFP_Rep2_Chip21","ex2_GFP_polyIC_Rep1_Chip21","ex2_GFP_polyIC_Rep2_Chip21","ex2_NS5_Rep1_Chip21","ex2_NS5_Rep2_Chip21","ex2_NS5_polyIC_Rep1_Chip21","ex2_NS5_polyIC_Rep2_Chip21"
"ANXA4",9.32693409995981,9.30199860360001,8.87792105644148,8.42908226660389,8.8699507268954,8.86393860544993,8.71709581580559,8.84603513579331
"ANXA5",8.26237648876532,8.38397232131231,7.87737154979657,7.67385964980365,8.22422323121705,8.29585772663045,8.30977759808868,8.25237317809888
"ANXA6",5.65066298428153,5.62821163159133,4.60743424690738,4.9400115097472,5.39991757790658,5.25970232844157,5.41211527492777,5.34435006937932
"ANXA7",6.88642361650174,6.86294242257501,6.85107995099127,6.94879712450022,7.03690726655322,7.15090148171956,7.47605084709529,7.37228810876627
"AOC2",2.58984510168181,2.77637039965258,2.7270151833033,2.53355285192995,2.73965716036561,2.48892095101492,2.53355285192995,2.86435440433063
"AOC3",1.83919441735711,1.58875625098404,1.60171970693862,1.10119691058783,1.8625269476076,2.02426940128427,1.71966701012209,0.647022188884622
"AOX1",2.16016334880067,2.24193431928186,1.36392697453909,1.75536668611399,2.16991618236791,1.9401137350777,1.34878555123823,2.26680713015393
"AP1AR",2.41388482054005,2.35009027336432,1.99305184996913,1.6400118168909,2.09409833759479,2.48892095101492,3.46130372572598,1.70730627994088
"AP1B1",5.61728704838316,5.73444245681476,5.69607734215881,5.5240974068204,5.84206245587607,5.73866589239937,5.00352719826152,5.22134506022922
"AP1G1",6.80233543750026,6.47554634947113,6.27252661242806,6.29399670336056,6.37750123514929,6.36605889111634,6.09607081009994,6.20044732529511
"AP1G2",4.32683407522202,3.98042644580965,4.10974993999482,4.56610531294253,4.74221274715488,4.38155833815816,4.84663567917046,4.99845513511649
"AP1M1",6.86894127434842,6.86453682211064,6.79494717114195,6.65022171765129,6.92279567702436,6.72597625910118,6.17457303670442,6.43578256917896
"AP1M2",5.55886072108145,5.71750740934143,4.69172535612441,4.71159051936104,5.19953733463175,5.12026559356932,4.87096797746818,4.87238061022364
"AP1S1",6.36051995888881,6.00596861721786,6.00886909545882,6.00532188440671,6.22533186577488,6.05562723750896,5.70246559178144,5.93367928252285
"AP1S2",3.83096020363126,3.88528505926272,3.87670675762205,3.65156124397016,3.87965009534118,3.77146526768267,3.91596559756181,4.11092469751833
"AP1S3",4.66410883238342,4.2504915088432,4.9932500281944,4.56610531294253,4.23512231489166,4.78188932741653,4.87096797746818,4.5053165797029
"AP2A1",6.18936252242517,6.06741801067963,5.58142980728199,5.96982038227111,5.9296390021723,6.40911327869576,6.01947597797375,6.13066045711357
"AP2A2",6.15702328226297,5.95557081763296,5.72340090243721,5.84496926531784,5.88056870880041,6.01848990867545,5.53664864079039,5.49039574812623
"AP2B1",7.79301650581214,7.75720724430468,7.55783634123905,7.49145428344423,7.46906038942184,7.270704480713,6.95534170641713,7.36382545106355
"AP2M1",8.21804041993892,8.26738290151423,7.52205080540574,7.3971234398783,7.94212623050873,8.01405223294658,7.6422827602806,7.5795117397883
"AP2S1",8.02188985758492,8.00759148085902,7.92050741827807,7.94792581468374,8.16101413690813,7.84522294513282,7.85167648134127,7.86912441377624
"AP3B1",6.04433545173508,5.7807447625948,5.87666422075723,5.47554154236997,5.68484207993561,5.58660408276849,4.77354316935305,5.24727254997974
"AP3D1",4.78342711733925,5.17163298817585,4.89910078906288,4.38155833815816,4.53609637892706,5.17048632013953,4.33711112897185,4.36144835491032
"AP3M1",6.65438439799795,6.57558536343479,6.37726200886353,6.35193003522286,6.59782284898298,6.33157675721192,6.16362051856935,6.16767394928034
"AP3M2",4.21517320250467,3.88528505926272,3.93771507694492,3.7987398225366,3.86720665997968,3.62488108149405,3.84570373327249,4.06951100542551
"AP3S1",6.03432784220577,6.3279213254197,6.10382041184036,6.20918051332425,6.32899786460176,6.98799321574884,6.07477749511435,6.19023496050721
"AP4E1",4.10138747848869,4.15828754566851,3.82519140461829,3.8964462582843,4.33711112897185,4.54319771896674,3.70348145960099,3.78087576707023
"AP4M1",2.41388482054005,1.48774588566453,0.697650090595668,1.6400118168909,1.68184339302198,1.280849965512,1.60171970693862,1.9078576412055
"APAF1",3.97238386382642,4.15828754566851,3.7485594245901,3.77467015155938,4.17896673809388,4.35548106350859,4.17896673809388,3.86862307824184
"APBA2",3.33569175544651,3.72543244681543,3.54565586837745,3.0256629602703,2.94163339503558,2.77004107941817,3.06064184185414,3.08092193490504
"APBA3",4.13956961590508,3.74692798856516,4.44947754365973,4.32267187601925,4.06951100542551,4.00780795359879,3.64804379687533,3.62488108149405
"APBB1",3.77800944780223,4.07710108116636,3.7987398225366,4.15828754566851,4.46459411954856,4.70136614675793,4.45143199181417,4.43212789184853
"APBB2",3.92124397358248,3.38845560331806,3.15223047770359,2.83911838109369,3.44304570584944,3.90784667589894,2.59691936831337,2.58984510168181
"APC",4.82191606363704,4.67879484254726,4.5954740100037,4.51986163076333,4.69336076631546,4.78188932741653,4.2808321023739,4.1276633557737
"APEH",4.36144835491032,4.33916990404206,3.98301771578008,4.11314692874804,4.19718377869044,4.39527786575681,4.82337326836113,4.32267187601925
"APEX2",3.83096020363126,3.7987398225366,3.91596559756181,3.92124397358248,3.79559090162667,3.1983200447393,3.58075137781804,3.98042644580965
"APH1A",7.11423125532499,6.89863924118484,7.35681099357248,7.29110259235853,7.08281087645539,7.09006360480713,7.07760435975558,7.07792725850585
"APH1B",4.54676334606385,4.62427873016333,4.08677680517391,4.11314692874804,4.6491862225646,4.63937516135236,4.49245100111798,4.62427873016333
"API5",7.10943694717438,7.03032724821088,6.92990125186885,7.12832242350251,7.11541769034948,7.2584157519022,6.82832852095245,6.87602209970535
"APIP",6.20294655179428,6.15357260546239,6.20044732529511,6.0146858695676,6.24636822597166,5.94381397493596,6.19706514789735,6.42262935115862
"APLF",3.99339164472229,3.86299838646515,3.07066066907121,3.61842237140219,3.74692798856516,4.21517320250467,3.8195323334127,3.68240849383269
"APLP1",5.22134506022922,5.25861191441929,4.26141056188744,4.09157491117137,5.04869447225646,4.65095414135774,4.15828754566851,4.4474283785972
"APOA1BP",7.50627826264601,7.37108404867537,7.0268437593452,6.72577260635858,7.01110931731576,7.30424076440587,7.43120772698951,7.06981794062139
"APOBEC3B",3.09020222330097,3.29447316090142,3.67430541052645,3.61842237140219,3.74692798856516,3.65156124397016,4.26580822233015,4.34328439289286
"APOBEC3C",5.6735582415785,5.87066435396548,5.7548846840152,5.59003730378778,6.15873922595186,5.59091697188378,5.42228192652158,5.16014783511241
"APOBEC3F",2.69621837278041,2.94684652794725,3.8964462582843,3.74692798856516,3.58075137781804,3.77146526768267,3.8195323334127,3.99339164472229
"APOC1",6.49120735437518,6.2987625800376,6.04158384085318,5.97510633315073,6.41419260291063,6.21534695610814,6.25499297685328,6.14188004824104
"APOE",5.17163298817585,4.46459411954856,4.69172535612441,4.7187964919511,4.63767819398084,4.27861922244933,4.84663567917046,4.77425793171967
"APOH",4.01664930362143,3.77146526768267,3.18913193289721,3.29223399750322,3.27752413559006,3.77146526768267,4.15828754566851,4.21517320250467
"APOL1",3.51692406130571,3.38845560331806,6.51368865489891,6.28530110759874,5.25970232844157,5.50326861259364,5.74718383472699,5.97341072792028
"APOL3",0.423735556527958,0.647022188884622,3.36396762620328,3.18913193289721,2.63004171974281,2.48892095101492,2.53355285192995,3.11966017248053
"APOL6",3.33569175544651,2.86435440433063,5.76026478166635,5.80582436556249,4.77957435665857,4.94336612213265,5.06922869092626,4.54486516547432
"APOM",2.01405552258155,1.87540810903187,1.36392697453909,1.51481920135571,1.03982440473383,1.75536668611399,2.87574747269109,2.81797155553628
"APOO",5.24675109398431,5.63738490860559,5.22134506022922,4.96148032174538,5.2716590034291,5.18880326200256,5.61601788925247,5.47554154236997
"APOOL",4.30823671112206,4.581674993023,3.87670675762205,4.02454815152139,4.14182619292063,4.08915733535008,4.46652761276117,4.01409711151489
"APP",7.42162801988494,7.33899557892656,6.28048047946221,6.04250079621918,7.12421322968845,6.95012807991932,6.07477749511435,6.2674285646988
"APPBP2",6.02800322349063,6.01685954391491,5.88229618570213,5.73597748119366,5.85572165202553,5.53711224414938,5.63490660887097,5.33870445758417
"APPL1",4.49062313780328,4.41875987181155,4.17896673809388,3.51692406130571,4.14182619292063,4.06951100542551,4.04963187109655,3.91596559756181
"APPL2",5.25437171660507,5.38019313369034,4.60743424690738,4.36554114535826,4.7187964919511,5.16014783511241,4.9495151859287,4.66235807712153
"APRT",7.76827338429321,7.80253716530023,7.84585574194336,7.88905593900349,8.20628666084665,8.18965352052514,8.01167433097173,8.10947283275531
"APTX",5.91113757789718,5.47554154236997,5.62068087608567,5.62741067516599,5.91493459501576,5.64403435220064,6.28555278448454,6.26095646441269
"AQP11",3.1218513717708,2.58984510168181,2.13062708707173,2.98426234280623,2.68900566705946,3.1983200447393,3.17101795474112,2.53355285192995
"AQP3",2.4749648174962,2.4749648174962,1.89792046693954,2.62290463392469,1.34878555123823,1.280849965512,1.71966701012209,2.18784855059057
"AQR",6.20294655179428,6.44218997428076,6.25556457673165,6.15176346777662,6.42626830629389,6.31077174231203,6.0146858695676,5.91386922248208
"AR",2.69621837278041,3.03059114877124,2.98932900015564,2.78858337096514,2.98426234280623,2.88683595846373,2.26680713015393,2.4749648174962
"ARAF",5.35300999075894,5.32532124430037,5.24779400597517,4.904482663869,5.15898253308338,4.91552467754892,5.19670787799485,4.90113854673694
"ARAP1",5.13096110035695,4.81234120192803,4.62348018876369,4.78484539933761,4.79076220466221,4.91552467754892,5.01892580396459,5.16014783511241
"ARAP3",3.23406799122025,3.22998338828475,3.7485594245901,3.38845560331806,3.54565586837745,3.87965009534118,3.35440081584424,3.3524231508494
"ARCN1",7.77403647105973,7.69846101197749,7.94792581468374,8.06516201254076,8.0839999693522,7.93476692439821,7.36012558477995,7.66770688811595
"AREG",6.7886312015074,6.95482731775298,7.93346207377399,7.86887372925967,7.25729477179304,7.15562498360994,7.22840488736512,7.29632959397842
"ARF1",8.87466667286507,8.58666040980473,9.05060581799031,9.06744142319027,9.00004874268522,8.93456362075763,8.74025028769807,8.68334450840101
"ARF3",8.10398416649913,8.00029743791766,8.20518728190783,8.17530559093374,7.92290807473751,8.11369480696722,7.79820385306103,7.88983665726991
"ARF4",8.16706703736445,8.31123490414868,8.422578749119,8.60142819934257,8.54547146207806,8.840209497883,7.93346207377399,8.727741564578
"ARF5",6.51344723683418,6.87074508277652,6.51949326745492,6.570380731354,6.8835939901354,6.64111068615917,6.24636822597166,6.51320581876946
"ARFGAP1",5.06177451117933,4.89477231407779,4.91959798840478,5.01634214042002,4.99578559282452,4.62677485912523,4.17896673809388,4.14182619292063
"ARFGAP2",3.05125890224088,3.11966017248053,3.46130372572598,3.29223399750322,3.98042644580965,2.81226335086652,3.70348145960099,3.38063551738009
"ARFGAP3",4.37941159852431,4.36753030433679,4.24174714832887,4.02454815152139,4.30598263982803,3.72543244681543,4.31646578424463,4.21517320250467
"ARFGEF1",4.70136614675793,4.65095414135774,4.43420060942379,4.56610531294253,4.77957435665857,5.18880326200256,5.14263503061932,4.86092295526523
"ARFGEF2",5.15141793020127,5.30240045910478,4.93043352241498,4.97209592414442,5.20685688467557,5.04051265899352,4.7187964919511,5.0827168791114
"ARFIP1",3.97238386382642,3.62000009880846,4.17896673809388,4.00131596659185,3.86720665997968,4.02580759197115,4.04963187109655,4.19718377869044
"ARFIP2",5.71750740934143,5.66788920236661,5.76026478166635,5.69607734215881,5.43344505870211,5.37563138886596,5.65974392915396,5.74567178402894
"ARFRP1",3.33569175544651,3.65156124397016,3.82519140461829,3.70348145960099,4.06951100542551,3.38063551738009,3.35440081584424,3.75947405413562
"ARG2",1.75536668611399,1.68184339302198,1.99305184996913,2.03396976716913,1.34878555123823,2.35804967008766,2.09409833759479,2.58984510168181
"ARGLU1",4.83652633626617,4.62427873016333,5.16940094587151,5.42767557024296,4.59709989094749,5.36008791579573,5.94043191608908,5.41553103864755
"ARHGAP1",6.46703928225846,6.24636822597166,6.67946677239275,6.46958897587781,6.65166976916314,6.52469846084748,5.87561195226708,5.84206245587607
"ARHGAP10",3.92124397358248,3.98042644580965,3.61842237140219,3.6777555608019,3.58075137781804,4.00780795359879,3.0256629602703,2.90928682666801
"ARHGAP11A",5.89247135719213,5.68889047530258,5.85284820584536,5.59003730378778,5.4661584266619,5.45387141713593,5.40189547809743,5.56317605505883
"ARHGAP11B",3.63186039562244,3.32739435522999,4.1276633557737,4.09157491117137,3.54565586837745,3.65156124397016,3.32150435498532,3.91596559756181
"ARHGAP12",4.39129580369843,4.46459411954856,3.91596559756181,3.45415357871694,4.14182619292063,4.1276633557737,4.00399677304351,4.17896673809388
"ARHGAP17",6.00110472007114,5.75145220346178,6.07477749511435,6.06863373493365,5.98523375777156,6.20267999468915,5.43864568546347,5.87735799221929
"ARHGAP18",5.43772988277302,5.60116432387539,4.71719021544201,4.83652633626617,5.01892580396459,4.76064892111642,5.00352719826152,4.76360842656329
"ARHGAP19",2.0837877515424,3.15738242723289,2.52659378552584,2.83911838109369,2.73965716036561,2.43642219698575,2.01405552258155,2.70251112425643
"ARHGAP21",5.78227192263529,5.35613051325933,5.36008791579573,5.47554154236997,5.363110217572,5.56491775397938,5.09980474576289,5.10945174078916
"ARHGAP23",4.30823671112206,4.17676525658416,4.26141056188744,4.40131444044989,4.56610531294253,4.7358515180699,3.61842237140219,3.78087576707023
"ARHGAP24",3.23406799122025,3.08092193490504,2.35009027336432,2.40634366030928,2.46772638946897,3.4121789284798,2.09409833759479,1.80589470481847
"ARHGAP27",3.15738242723289,3.29447316090142,3.51692406130571,3.98042644580965,3.15223047770359,3.67603048566418,3.35440081584424,3.15738242723289
"ARHGAP29",4.96148032174538,4.81234120192803,4.54676334606385,4.30598263982803,5.45680066552564,5.14263503061932,4.2504915088432,4.49062313780328
"ARHGAP31",2.22332187758917,1.68184339302198,1.48774588566453,1.9401137350777,1.68184339302198,2.10376460211432,0.975736547735063,1.70730627994088
"ARHGAP32",3.15738242723289,3.51692406130571,3.40410925350914,3.48397034909016,3.03059114877124,3.16166085010336,2.98426234280623,2.81797155553628
"ARHGAP33",2.28332718562904,1.87540810903187,1.60171970693862,1.6400118168909,1.68184339302198,1.280849965512,0.975736547735063,1.80589470481847
"ARHGAP35",6.3279213254197,6.74312622327227,6.82832852095245,6.84081109493433,6.89589205005943,6.5515686738342,5.600278560203,5.94580310053228
"ARHGAP39",1.2484298734506,1.78188107189949,1.79432713468154,0.762931668438788,0.594777614178093,1.56017143682094,1.47377787822679,1.10119691058783
"ARHGAP42",3.97238386382642,3.74692798856516,4.51986163076333,4.23512231489166,4.25472194311981,4.29345899503692,4.53426126315524,4.54486516547432
"ARHGAP44",2.96842653500914,2.16991618236791,2.40634366030928,3.26020965908674,2.77637039965258,2.60987092094164,2.17909057700842,2.81797155553628
"ARHGAP5",7.93160389401934,7.81946253783031,7.73337786884237,7.7448780928784,7.91979985223952,7.95127242764161,7.55097970157546,7.43520878910924
"ARHGDIA",1.75536668611399,1.87540810903187,2.07425255368457,1.51481920135571,1.76800856686647,1.15553260898385,1.15553260898385,1.10119691058783
"ARHGDIB",2.35009027336432,2.24193431928186,0.697650090595668,0.937113580055103,1.8625269476076,1.280849965512,0.697650090595668,0.647022188884622
"ARHGDIG",2.4749648174962,1.78188107189949,1.89792046693954,2.40634366030928,2.16991618236791,1.75536668611399,2.01405552258155,2.18784855059057
"ARHGEF1",4.19718377869044,3.98042644580965,4.54676334606385,4.48681542408124,4.79076220466221,4.43212789184853,4.17896673809388,4.39430575299792
"ARHGEF10",4.72975580838888,4.83652633626617,4.17896673809388,4.13956961590508,4.55111338475592,4.36954312118538,3.76848910888755,4.01409711151489
"ARHGEF10L",3.51692406130571,3.77146526768267,3.2251099122224,2.78858337096514,3.48760664749411,3.26420379174247,2.59691936831337,2.81797155553628
"ARHGEF11",5.43772988277302,4.95078591050117,5.80402034985346,5.46047323405804,5.44060542895152,5.57101286410885,5.33408481252304,5.18424626755249
"ARHGEF12",6.45175276001331,6.20158533441464,6.38992984888355,6.07939940129359,6.23790301981966,6.62109337654838,5.95524794638563,6.11100676914185
"ARHGEF16",1.66681413714362,0.423735556527958,1.36392697453909,1.9401137350777,1.45807998896668,1.56017143682094,1.34878555123823,1.9078576412055
"ARHGEF17",3.39588832105114,3.46916615571054,3.54565586837745,3.2251099122224,3.31136552914134,3.72543244681543,2.77004107941817,3.08092193490504
"ARHGEF18",4.99578559282452,4.70136614675793,4.79679441715641,4.95078591050117,4.99578559282452,5.47554154236997,3.94038301989443,4.25260672598151
"ARHGEF19",2.22332187758917,2.7270151833033,3.15223047770359,3.11966017248053,2.58314463231492,2.35804967008766,2.26680713015393,2.41388482054005
"ARHGEF2",4.12050677089131,3.62000009880846,3.84843959644788,3.41596803891743,3.83844787393185,3.65156124397016,3.51692406130571,4.06951100542551
"ARHGEF3",3.09020222330097,3.11966017248053,2.26680713015393,2.93895445927484,2.94163339503558,3.09020222330097,3.0256629602703,2.70251112425643
"ARHGEF37",1.66681413714362,1.68184339302198,1.99305184996913,1.83919441735711,1.76800856686647,2.16991618236791,1.15553260898385,1.34878555123823
"ARHGEF40",2.0837877515424,1.87540810903187,2.52659378552584,2.40634366030928,2.40634366030928,1.56017143682094,1.82774498927435,1.70730627994088
"ARHGEF5",1.57431607445303,1.2484298734506,1.99305184996913,1.37764502491244,0.913335696164196,2.10376460211432,2.09409833759479,1.9078576412055
"ARHGEF7",3.1983200447393,3.38845560331806,3.77467015155938,3.74692798856516,3.63186039562244,3.59769665150514,3.8195323334127,3.80483988069185
"ARHGEF9",4.17896673809388,3.82241339587719,3.07066066907121,3.15738242723289,3.27752413559006,3.54565586837745,3.24494544623435,3.86862307824184
"ARID1A",6.07998547500098,6.03810119171925,6.52893929176829,6.34680956612691,6.16277059146714,6.17457303670442,5.66788920236661,5.52098341839372
"ARID1B",5.37069436858083,5.09009272923898,5.61560478513609,5.44542714204707,5.59778661790095,5.65316362608549,5.17734935445632,5.23798254701449
"ARID2",5.28169541758112,5.19787514715843,4.77425793171967,4.96148032174538,4.83432226809106,5.22190249682765,4.91552467754892,4.92231062242543
"ARID3A",3.60824901153379,3.08092193490504,3.72543244681543,3.61842237140219,2.94163339503558,3.65156124397016,4.04963187109655,3.60145333611761
"ARID3B",2.87574747269109,2.58984510168181,3.07066066907121,3.98042644580965,3.24705444853192,2.70857221164666,3.0256629602703,3.31539502888208
"ARID4A",5.52321457299251,5.10945174078916,4.63767819398084,5.12977677981051,5.19112977186238,5.65974392915396,4.97209592414442,5.02400584392718
"ARID4B",5.64403435220064,5.64403435220064,5.45726242735363,5.50417107003778,5.41553103864755,5.9097731492384,5.18599271220193,5.27695199489763
"ARIH1",6.35574319588201,6.18057444204389,6.26151005976932,6.33106939804264,5.96354090025203,6.53511685169353,6.54268670775,6.37126711428242
"ARIH2",6.54999173397226,6.42262935115862,6.39435642334909,6.76514382978089,6.09840919958872,6.40021696613766,6.38050000089471,6.80273397641148
"ARL1",7.612205951566,7.45709512894533,7.61387755742445,7.84124704957865,7.85718462519571,7.94045958423606,8.02188985758492,8.11275360581759
"ARL13B",4.39129580369843,4.63767819398084,4.51986163076333,4.38155833815816,4.81159965177335,4.86092295526523,4.70763861998157,4.47393345968298
"ARL14",2.64401536946891,3.1983200447393,3.82519140461829,4.15828754566851,3.58075137781804,3.9618582718306,4.59709989094749,4.82191606363704
"ARL15",3.1983200447393,3.08092193490504,2.46772638946897,2.35009027336432,2.98426234280623,2.77004107941817,2.53355285192995,2.70251112425643
"ARL16",5.54378071565985,5.53041309670975,5.47554154236997,5.1508349203844,5.29394752252598,5.17048632013953,5.81435151480432,5.57012738561535
"ARL17A",5.29931517327292,5.42817098614622,5.49680783845994,5.50417107003778,5.64403435220064,5.34383410040411,5.30130754471336,5.16940094587151
"ARL2",5.54378071565985,5.38019313369034,4.70463385463761,4.61075342592265,5.13562778019497,4.68834577117584,4.73123499217839,4.39430575299792
"ARL2BP",6.90372569423196,6.9376268015581,6.68171484208352,6.8458651651006,6.90986822980776,7.17612873985971,7.16746980957481,6.75048108525231
"ARL3",6.24476577224434,6.6212978374371,5.85284820584536,5.57665234840221,5.78227192263529,5.80100610877564,6.09179350577576,6.00370529055359
"ARL4A",3.83096020363126,4.30287295388855,4.72975580838888,4.59709989094749,4.33711112897185,4.57734227693973,4.40408214768514,4.47393345968298
"ARL4C",6.26151005976932,5.69607734215881,5.82466270458306,5.99272444528643,5.52321457299251,6.01848990867545,6.101203475723,5.77013399555369
"ARL4D",2.16016334880067,2.53355285192995,2.52659378552584,2.40634366030928,2.35009027336432,2.30114477486732,1.60171970693862,1.9078576412055
"ARL5A",5.42181932673588,5.66341296943742,5.28014196728792,5.05930763093836,5.52321457299251,5.25005132176885,5.31289869018906,5.45952287003469
"ARL5B",6.3242869625974,6.28048047946221,6.97865650881928,7.27457211363668,6.72361210866063,6.57558536343479,6.77543848242914,6.62926770693409
"ARL6IP1",5.57012738561535,5.63242137257723,5.33047147340777,5.34332830451636,5.59778661790095,5.41553103864755,5.41651294302404,5.55620832748958
"ARL6IP4",6.09150278241207,6.21507205714319,5.4894390273128,5.41020960614182,5.69607734215881,5.43393047315255,5.81435151480432,5.66704053758072
"ARL6IP5",7.25771851301483,7.35806215642466,6.36449388880543,6.64195150610702,7.19913278444439,7.1423095776525,6.89190201727891,6.84745898667671
"ARL6IP6",5.61728704838316,5.85857948644699,6.2327239358357,6.16191872164124,6.19706514789735,6.05063027952587,6.25499297685328,6.51320581876946
"ARL8A",5.71750740934143,5.54378071565985,6.09636175403287,5.9370562115725,6.12421186289835,5.91493459501576,5.23021543047765,5.3682127264654
"ARL8B",7.1402504891516,7.34175495227858,7.24047778354042,7.30424076440587,7.79581666975407,7.35541022778151,7.04041095816329,7.27138486940474
"ARMC1",6.36856229305526,6.45674619105167,6.51048821033677,6.76932224725166,6.52893929176829,7.08267285031518,6.81993087426993,6.80007166970623
"ARMC10",5.51686709389233,5.47554154236997,5.02280481301469,4.89406383381839,4.904482663869,5.25005132176885,5.45201901491653,5.27695199489763
"ARMC5",2.41388482054005,2.77637039965258,3.32739435522999,3.48397034909016,2.16991618236791,2.25066448728464,2.17909057700842,2.26680713015393
"ARMC6",3.73171587310928,3.56120065496044,4.26141056188744,4.11314692874804,3.3444436295655,3.29223399750322,3.84570373327249,4.01409711151489
"ARMC7",3.55271793391808,3.38845560331806,3.93771507694492,4.19718377869044,3.72543244681543,3.43081453632143,4.06709863031417,3.75947405413562
"ARMC8",4.65095414135774,5.09980474576289,4.79679441715641,4.56610531294253,4.87941523416093,4.49062313780328,5.30130754471336,5.35300999075894
"ARMC9",4.40703265188775,4.2504915088432,3.54565586837745,4.07196143188549,3.60660223477016,4.32267187601925,4.62599181778408,4.03191386603135
"ARMCX1",2.73965716036561,2.09409833759479,3.26420379174247,3.15738242723289,2.63004171974281,2.97905907327849,3.20744034308225,3.04111128320799
"ARMCX3",3.85391005892134,3.7000960793285,3.82519140461829,3.45415357871694,3.6777555608019,3.57382507035246,2.66959618867548,3.48760664749411
"ARMCX5",3.63186039562244,3.7987398225366,4.24174714832887,4.05207695470316,3.83844787393185,4.49062313780328,4.45143199181417,3.9618582718306
"ARMCX6",2.69621837278041,3.46916615571054,3.93771507694492,4.40131444044989,3.72543244681543,3.9618582718306,2.72045561610886,3.99339164472229
"ARNT",5.20126070218828,5.09980474576289,4.9932500281944,5.00352719826152,5.34486603835452,5.63285593012163,4.98799585844619,4.84007112285379
"ARNT2",3.94567127559687,3.51692406130571,3.36396762620328,3.61842237140219,3.63186039562244,4.04963187109655,3.46130372572598,3.1983200447393
"ARNTL",3.43081453632143,3.36012375125005,2.26680713015393,2.62290463392469,3.17546049836122,3.02024228987306,3.20744034308225,3.78087576707023
"ARPC1A",6.43032811511288,6.53511685169353,5.91315216266854,5.78227192263529,6.28980320392943,6.17457303670442,6.54268670775,6.44697416681294
"ARPC1B",6.34123385312506,6.31289842352478,5.73406082461445,5.51869600842984,6.19023496050721,5.83412758605274,5.34486603835452,5.43000155754248
"ARPC2",9.77231738804635,9.79843305936619,9.35989993184287,9.32019717682311,9.65538155000486,9.54347216539837,9.64054361432344,9.62288794418344
"ARPC3",9.1494881650302,9.30607706446063,9.05697334002965,9.10746032884192,9.40559694690994,9.36372775362817,9.21170992132851,9.47251949701173
"ARPC5",7.93476692439821,7.95177738260151,7.6033209472954,7.42162801988494,7.62278236217557,7.61387755742445,7.67952239407147,7.59195302702499
"ARPC5L",4.95078591050117,4.76505208601618,5.3682127264654,5.28759033496753,5.34486603835452,4.80275925831897,5.44632814223866,5.40921415728488
"ACTRT3",3.15738242723289,3.26420379174247,3.36396762620328,2.78858337096514,2.98426234280623,3.09020222330097,2.82408624595138,3.45415357871694
"ARPP19",7.67286370749974,7.6000361784861,7.83379378167339,7.91157414629385,7.46282434385453,7.44094398557808,7.62166350899774,7.3667412060341
"ARRB1",3.05125890224088,2.77637039965258,2.07425255368457,1.83919441735711,2.23268197902111,2.02426940128427,1.71966701012209,2.09409833759479
"ARRB2",6.05684853459308,5.92620614926873,5.99272444528643,5.9370562115725,6.09179350577576,5.78227192263529,5.94854778234445,5.92280109148652
"ARRDC1",4.03191386603135,3.62000009880846,3.82519140461829,3.74692798856516,3.48760664749411,3.29223399750322,3.32150435498532,3.51692406130571
"ARRDC2",3.73171587310928,3.77146526768267,4.51986163076333,4.11314692874804,3.46518248617893,3.22998338828475,4.74522659829024,4.25260672598151
"ARRDC3",5.10945174078916,5.24779400597517,5.24779400597517,4.92786702336454,5.4661584266619,5.1508349203844,5.21241974137325,5.27695199489763
"ARRDC4",1.66681413714362,1.87540810903187,1.89792046693954,2.18784855059057,1.92928644925917,1.8625269476076,1.60171970693862,1.9078576412055
"ARSA",2.35009027336432,2.24193431928186,1.36392697453909,2.18784855059057,2.77637039965258,2.60987092094164,1.92928644925917,2.4749648174962
"ARSB",4.53426126315524,4.63767819398084,4.17896673809388,4.23512231489166,4.66410883238342,4.67541054379139,4.21517320250467,4.56774248373703
"ARSD",3.58075137781804,3.32739435522999,2.82973686202945,2.83911838109369,3.24705444853192,2.60987092094164,2.59691936831337,2.90928682666801
"ARSE",6.51728370541247,6.01685954391491,6.2674285646988,6.20664426182817,6.16737807811077,6.44697416681294,6.06863373493365,6.0295824869364
"ARSI",2.77637039965258,3.03059114877124,2.7270151833033,2.58984510168181,2.46772638946897,2.48892095101492,1.71966701012209,1.80589470481847
"ARSJ",3.51692406130571,2.98932900015564,3.70348145960099,3.45415357871694,3.58075137781804,2.88683595846373,2.98426234280623,3.68240849383269
"ARSK",3.58075137781804,3.74692798856516,3.58075137781804,3.51692406130571,3.22077418322551,3.72543244681543,3.58075137781804,3.15738242723289
"ARV1",5.01261900779102,4.79153621917901,4.95078591050117,4.87096797746818,4.87941523416093,5.08089224875447,5.35300999075894,5.19334679545428
"ARX",2.01405552258155,0.647022188884622,1.79432713468154,1.9401137350777,1.57431607445303,0.965313838122893,1.60171970693862,1.60171970693862
"AS3MT",2.77637039965258,3.4121789284798,2.95802217065339,3.0256629602703,3.38063551738009,3.16166085010336,3.09020222330097,3.08092193490504
"ASAH1",6.35193003522286,6.62612655111475,5.42817098614622,5.32532124430037,5.83699590662306,6.33669104191527,6.06245960236563,6.0295824869364
"ASAH2B",2.69621837278041,2.82973686202945,2.77637039965258,2.58984510168181,2.82973686202945,2.48892095101492,2.9362755235141,3.11966017248053
"ASAP1",7.01161638798589,6.98698180528858,7.12492620211014,7.43261834621821,7.22422952812796,7.73118410574918,7.09977862809839,7.00308428431885
